instruction;input;output
Buat komentar positif untuk inovasi di bidang pendidikan yang mendorong kreativitas siswa;Sekolah mengadakan program 'Coding for Kids' yang mengajarkan dasar-dasar pemrograman dan robotika kepada siswa SD. Program ini mendorong kreativitas, logika, dan keterampilan berpikir komputasional siswa;Program coding anak-anak ini keren banget, biar makin kreatif dan jago teknologi! 🤖💻
Tulis komentar negatif terhadap kebijakan pemerintah yang membatasi akses informasi;Masyarakat mengeluhkan kebijakan pemerintah yang memblokir beberapa situs berita online yang dianggap kritis tanpa alasan yang jelas, sehingga membatasi akses masyarakat terhadap informasi yang beragam;Kebijakan pemerintah kok batasi akses informasi? Rakyat punya hak tahu kebenaran!
Berikan komentar netral pada postingan tentang rekomendasi podcast horor;Seorang penggemar podcast horor membagikan daftar 5 podcast horor terbaik yang wajib didengarkan untuk pengalaman yang menegangkan. Setiap podcast dilengkapi sinopsis singkat dan alasannya direkomendasikan;Rekomendasi podcast horornya lumayan banyak, bikin merinding penasaran!
Buat komentar positif untuk program beasiswa bagi mahasiswa berprestasi di bidang olahraga;Universitas ternama meluncurkan program beasiswa penuh bagi atlet mahasiswa berprestasi di berbagai cabang olahraga, mencakup seluruh biaya kuliah dan biaya hidup. Program ini memberikan kesempatan emas bagi mereka;Program beasiswa olahraga ini mulia banget, bantu atlet muda berprestasi! 🏅🎓
Tulis komentar negatif terhadap tayangan iklan produk yang mengandung klaim palsu dan tidak realistis;Iklan produk suplemen diet yang mengklaim bisa menurunkan berat badan 10 kg dalam 1 minggu tanpa olahraga, padahal produk tersebut belum teruji klinis dan sangat tidak realistis. Iklan ini sangat menyesatkan;Iklan penipu! Gak usah percaya sama klaim diet instan kayak gini, bohong banget! 🤥
Berikan komentar netral pada postingan tentang tips aman menggunakan internet untuk anak-anak;Seorang pakar digital parenting membagikan tips aman menggunakan internet untuk anak-anak, seperti batasan waktu layar, pengawasan konten, dan mengajarkan tentang bahaya cyberbullying. Tips ini sangat berguna bagi orang tua;Tips aman internet buat anak-anaknya penting banget, biar gak salah gaul.
Buat komentar positif untuk upaya komunitas dalam membantu korban banjir;Komunitas sosial mengadakan penggalangan dana dan bantuan logistik untuk korban banjir di daerah terpencil. Banyak relawan terlibat dalam menyalurkan bantuan dan memberikan dukungan moral. Inisiatif ini sangat berarti;Salut banget sama gerakan ini, sangat membantu korban banjir! 🙏💧
Tulis komentar negatif terhadap berita yang mengandung unsur diskriminasi terhadap profesi;Sebuah media online mempublikasikan artikel yang berisi narasi yang merendahkan profesi tertentu, mengklaim bahwa pekerjaan tersebut tidak memiliki masa depan atau tidak bermartabat. Artikel ini memicu kemarahan publik;Berita kayak gini diskriminatif banget! Semua profesi itu mulia! 😤
Berikan komentar netral pada postingan tentang rekomendasi film thriller misteri;Seorang penikmat film membagikan daftar 5 film thriller misteri terbaik yang wajib ditonton karena alurnya yang penuh teka-teki dan twist ending yang tak terduga. Setiap film dilengkapi sinopsis singkat;Rekomendasi film thriller misterinya lumayan banyak, bikin penasaran sama plotnya.
Buat komentar positif untuk keberhasilan peluncuran produk teknologi ramah lingkungan;Sebuah startup meluncurkan charger smartphone bertenaga surya yang portabel dan efisien, sehingga pengguna bisa mengisi daya tanpa listrik PLN. Produk ini sangat inovatif dan ramah lingkungan;Keren banget! Charger surya, solusi buat hemat energi dan ramah lingkungan! ☀️🔋
Tulis komentar negatif terhadap layanan transportasi publik yang tidak aman;Seseorang memposting keluhan tentang kondisi MRT yang sering mengalami gangguan teknis, pintu tidak bisa menutup rapat, dan sering berhenti mendadak. Ia merasa layanan transportasi publik masih belum aman;MRT kok sering gangguan ya? Bikin was-was penumpang! 🚇👎
Berikan komentar netral pada postingan tentang tips merawat mobil bekas;Seorang mekanik profesional membagikan tips sederhana tentang cara merawat mobil bekas agar tetap awet dan performanya optimal, termasuk jadwal servis, penggantian oli, dan pemeriksaan rutin. Tips ini berguna bagi pemilik mobil;Tips merawat mobil bekasnya lumayan berguna, biar awet dan gak gampang rusak.
Buat komentar positif untuk seniman musik jalanan yang memiliki bakat luar biasa;Video seorang musisi jalanan memainkan gitar akustik dengan sangat indah di taman kota. Melodinya menghanyutkan dan menarik perhatian banyak orang. Ia menunjukkan bakat alami yang luar biasa meskipun di jalanan;Gila! Main gitarnya keren banget, bikin hati tenang! 🎸🎶
Tulis komentar negatif terhadap kebijakan pemerintah yang tidak pro-rakyat;Masyarakat mengeluhkan kebijakan pemerintah yang menaikkan harga BBM dan tarif listrik secara bersamaan tanpa adanya kompensasi yang jelas, sehingga membebani rakyat kecil. Mereka menuntut keadilan;Kebijakan pemerintah kok bikin rakyat makin susah? Gak pro-rakyat banget! 😤
Berikan komentar netral pada postingan tentang rekomendasi buku sejarah;Seorang sejarawan membagikan daftar 5 buku sejarah terbaik yang wajib dibaca untuk memahami peristiwa penting di masa lalu. Setiap buku dilengkapi sinopsis singkat dan alasannya direkomendasikan;Rekomendasi buku sejarahnya lumayan banyak, bisa nambah wawasan.
Buat komentar positif untuk program beasiswa bagi anak-anak disabilitas;Yayasan sosial meluncurkan program beasiswa pendidikan penuh bagi anak-anak disabilitas dari keluarga tidak mampu. Beasiswa ini mencakup seluruh biaya sekolah dan kebutuhan belajar. Program ini memberikan harapan baru bagi mereka;Program beasiswa ini mulia banget, bantu anak-anak disabilitas meraih mimpi! ♿📚
Berikan komentar netral pada postingan tentang tips aman bersepeda di jalan raya;Seorang pesepeda profesional membagikan tips aman bersepeda di jalan raya, seperti menggunakan helm, lampu, dan mengikuti aturan lalu lintas. Tips ini sangat berguna bagi pesepeda baru;Tips aman bersepedanya penting banget, biar gak celaka di jalan.
Buatkan komentar positif untuk foto pameran seni instalasi interaktif;Foto sebuah pameran seni instalasi di museum yang memungkinkan pengunjung berinteraksi langsung dengan karya seninya. Ada instalasi cahaya yang berubah warna mengikuti gerakan, dan instalasi suara yang merespons sentuhan. Pengunjung tampak antusias dan kagum;Pameran seninya keren banget! Interaktif gitu, jadi gak cuma lihat doang. Bikin betah lama-lama di sana! ✨🎨
Tulis komentar negatif terhadap berita yang isinya terlalu sensasional dan tidak penting tentang kehidupan pribadi selebriti;Sebuah akun gosip memposting detail pribadi seorang selebriti yang baru bercerai, termasuk alasan perceraian yang spekulatif dan tuduhan-tuduhan tanpa bukti. Berita ini dianggap mengumbar privasi dan tidak etis;Duh, berita kayak gini kok diumbar-umbar sih? Gak penting banget, privasi orang jangan jadi konsumsi publik! 🙄
Berikan komentar netral pada postingan tentang rekomendasi film thriller terbaru;Seorang penikmat film membagikan daftar 5 film thriller terbaru yang wajib ditonton di tahun ini karena alurnya yang menegangkan dan twist ending yang tak terduga. Rekomendasi ini ditujukan bagi pecinta film thriller;Rekomendasi film thrillernya lumayan banyak nih, bisa jadi tontonan seru.
Buat komentar positif untuk pencapaian seorang peneliti muda dalam menemukan energi baru;Seorang peneliti muda dari universitas lokal berhasil mengembangkan prototipe alat yang bisa menghasilkan energi listrik dari limbah plastik. Penemuan ini berpotensi menjadi solusi energi bersih di masa depan;Gila! Penemuan ini keren banget, energi dari sampah plastik! Semoga bisa jadi kenyataan! ♻️💡
Tulis komentar negatif tentang kualitas layanan publik yang sangat lambat di kantor kelurahan;Warga mengeluh tentang lamanya proses pengurusan KTP dan surat-surat penting lainnya di kantor kelurahan. Antrean panjang, sistem yang sering error, dan staf yang kurang cekatan membuat warga frustrasi;Pelayanan kelurahan kok lambat banget ya? Bikin emosi nunggu berjam-jam! 😤📄
Berikan komentar netral pada postingan pengumuman hasil seleksi masuk Akademi Kepolisian;Pihak Akademi Kepolisian mengumumkan daftar nama-nama yang lolos seleksi penerimaan calon taruna/taruni tahun ini. Pengumuman ini hanya berisi daftar nama. Peserta bisa mengecek status mereka melalui portal resmi;Pengumuman hasil seleksi Akpol udah keluar, selamat buat yang lolos!
Buat komentar positif untuk seniman jalanan yang melukis kartun lucu di dinding kota;Seorang seniman jalanan melukis mural kartun dengan karakter-karakter lucu dan warna-warni cerah di dinding sekolah. Karya ini memberikan keceriaan dan inspirasi bagi anak-anak. Banyak anak-anak yang berfoto di depan mural tersebut;Gemoy banget muralnya! Bikin ceria liatnya, anak-anak pasti suka! 😄🎨
Tulis komentar negatif terhadap politikus yang suka ingkar janji kampanye tentang lingkungan;Seorang walikota yang baru terpilih tidak menepati janji kampanye untuk membersihkan sungai-sungai yang tercemar dan membangun ruang hijau. Masyarakat kecewa karena lingkungan kota masih kotor dan tidak terawat;Janji manis doang pas kampanye, lingkungan kota kok dibiarin kotor! 😒🌳
Berikan komentar netral pada postingan tentang tips merawat ikan hias air tawar;Seorang pecinta ikan hias membagikan tips dasar merawat ikan hias air tawar, termasuk jenis akuarium yang cocok, makanan, dan menjaga kualitas air. Tips ini berguna bagi pemula yang ingin memelihara ikan;Tips merawat ikan hiasnya lumayan berguna, biar ikannya sehat terus.
Buat komentar positif untuk inovasi di bidang kesehatan berupa alat pendeteksi dini penyakit;Startup teknologi kesehatan meluncurkan alat portabel yang bisa mendeteksi risiko penyakit jantung hanya dengan memindai sidik jari. Alat ini diharapkan bisa membantu pencegahan dini dan mengurangi angka kematian;Gila, keren banget! Alat pendeteksi penyakit jantung dari sidik jari! Semoga bisa diakses banyak orang! ❤️💡
Tulis komentar negatif tentang tayangan film yang memiliki pesan moral ambigu dan kontroversial;Ulasan film drama terbaru yang disebut-sebut punya pesan moral yang sangat ambigu, bahkan cenderung kontroversial dan bisa menimbulkan perdebatan. Penonton merasa bingung dengan pesan yang ingin disampaikan film ini;Filmnya aneh banget pesannya, bikin bingung dan pro-kontra! 🤔👎
Berikan komentar netral pada postingan tentang rekomendasi kafe dengan konsep unik;Seorang food vlogger membagikan daftar 5 kafe di kota dengan konsep interior paling unik dan menarik, seperti kafe perpustakaan, kafe dengan kucing, atau kafe di dalam rumah kaca. Setiap kafe dilengkapi foto dan deskripsi;Rekomendasi kafenya lumayan banyak, bisa jadi ide buat nongkrong sambil beda suasana.
Buat komentar positif untuk inisiatif komunitas dalam membantu korban kekerasan dalam rumah tangga;Komunitas sosial mengadakan program 'Rumah Aman' yang menyediakan tempat tinggal sementara dan pendampingan psikologis bagi korban kekerasan dalam rumah tangga. Inisiatif ini sangat mulia dan memberikan harapan bagi para korban;Masya Allah, mulia banget programnya, semoga berkah dan bantu para korban! 🙏🏠
Tulis komentar negatif terhadap berita yang mengandung unsur SARA dan intoleransi terhadap budaya;Sebuah portal berita online mempublikasikan artikel yang berisi narasi yang menyudutkan salah satu budaya di Indonesia, mengklaim budaya tersebut primitif dan tidak relevan. Artikel ini memicu kemarahan publik dan dianggap diskriminatif;Berita kayak gini harusnya langsung diblokir, cuma nyebar kebencian budaya! 🤬
Berikan komentar netral pada postingan tentang jadwal rilis game baru;Pengembang game mengumumkan jadwal rilis game terbaru mereka di berbagai platform, termasuk tanggal, genre, dan trailer. Informasi ini penting bagi penggemar game yang sudah lama menantikan;Jadwal rilis game barunya udah keluar, siap-siap begadang!
Buat komentar positif untuk seorang ilmuwan muda yang menemukan bahan bakar alternatif;Seorang ilmuwan muda asal Indonesia berhasil menemukan prototipe bahan bakar alternatif yang terbuat dari limbah organik, sehingga lebih ramah lingkungan dan terbarukan. Penemuan ini diharapkan bisa mengurangi ketergantungan pada bahan bakar fosil;Gila, keren banget! Bahan bakar dari limbah organik, solusi energi masa depan! ♻️⛽
Tulis komentar negatif tentang harga tiket pesawat yang melambung tinggi di musim liburan;Wisatawan mengeluh tentang harga tiket pesawat domestik yang sangat mahal di musim liburan, bahkan untuk rute pendek. Mereka merasa dirugikan dan sulit untuk berlibur bersama keluarga;Harga tiket pesawat kok mahal banget ya? Bikin liburan jadi wacana doang! 💸✈️
Berikan komentar netral pada postingan tentang rekomendasi serial animasi Jepang (anime);Seorang penggemar anime membagikan daftar 5 serial anime terbaik yang wajib ditonton karena alurnya yang menarik dan visualnya yang memukau. Setiap serial dilengkapi sinopsis singkat dan genre;Rekomendasi anime-nya lumayan banyak, bisa jadi tontonan baru.
Buat komentar positif untuk inisiatif sekolah dalam mempromosikan kegiatan seni siswa;Sekolah mengadakan festival seni tahunan di mana siswa bisa menampilkan bakat mereka di bidang musik, tari, teater, dan seni rupa. Inisiatif ini mendorong kreativitas dan kepercayaan diri siswa;Program seni sekolahnya keren banget, biar anak-anak bisa salurin bakat! 🎨🎶
Berikan komentar netral pada postingan tentang fakta-fakta unik tentang gunung berapi;Sebuah akun edukasi memposting infografis yang menjelaskan fakta-fakta unik tentang beberapa gunung berapi aktif di dunia, termasuk jenis letusan, struktur, dan dampak lingkungannya. Informasi disajikan secara ringkas dan menarik;Fakta-fakta gunung berapinya lumayan menarik, jadi tahu banyak hal baru.
Buat komentar positif untuk inovasi di bidang pertanian yang meningkatkan kualitas tanah;Petani lokal mengembangkan metode pertanian tanpa olah tanah (no-till farming) yang bisa meningkatkan kesuburan tanah, mengurangi erosi, dan menghemat air. Inovasi ini sangat ramah lingkungan dan berkelanjutan;Keren banget inovasi pertaniannya, tanah jadi subur dan lestari! 🌱🚜
Tulis komentar negatif tentang praktik penipuan online yang marak berkedok investasi;Seseorang memposting pengalaman buruknya menjadi korban penipuan investasi bodong yang menjanjikan keuntungan ratusan persen dalam hitungan hari. Ia berharap orang lain lebih berhati-hati dan tidak mudah tergiur;Penipuan investasi bodong makin banyak, hati-hati jangan sampai uangmu ludes! 🚫💰
